NOMBRE,NOMBRE-WIKI,IDNOMBRE,tieneInstalacionesDeportivas,tieneWifi,generoAlumnos,TRANSPORTE,Cercanias,Cercanias Lines,Cercanias Station,Metro,Metro_Station,metro_line,Bus,bus_line,Superficie m²,ACCESIBILIDAD,NOMBRE-VIA,StreetAdressCompleta,calle madrid,NOMBRE-VIA-WIKI,NUM,LOCALIDAD,LOCALIDAD-WIKI,PROVINCIA,CODIGO-POSTAL,BARRIO,BARRIO-WIKI,DISTRITO,TipoUniversidad,DISTRITO-WIKI,LATITUD,LONGITUD,TELEFONO,EMAIL,TIPO,TipoSportsCenter,TipoInstalacion
Colegio Mayor Montalbán,,Colegio-Mayor-Montalban,,,masculino,Metro:  Núñez de Balboa (líneas 5 y 9).,,,,Metro:  Núñez de Balboa (líneas 5 y 9),Núñez de Balboa,"5
9",,,,No accesible,DIEGO DE LEON,"DIEGO DE LEON, 14","Calle de Diego de León, Madrid",http://www.wikidata.org/entity/Q28059485,14,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28006,Castellana,http://www.wikidata.org/entity/Q4781,Salamanca,ResidenceHall,http://www.wikidata.org/entity/Q1773521,40.434842602381124,-3.684160626397251,685745752,info@cmmontalban.com,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,,EducationalInstitution
Colegio Mayor Nuestra Señora de África,,Colegio-Mayor-Nuestra-Senora-de-africa,,,mixto,Metro: Vicente Aleixandre (línea 6),,,,Metro: Vicente Aleixandre (línea 6),Vicente Aleixandre,6,,,,Accesible,RAMIRO DE MAEZTU,"RAMIRO DE MAEZTU, 2","Calle de Ramiro de Maeztu, Madrid",http://www.wikidata.org/entity/Q26833477,2,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28040,Ciudad Universitaria,http://www.wikidata.org/entity/Q3319235,Moncloa-Aravaca,ResidenceHall,http://www.wikidata.org/entity/Q2017682,40.44925799673555,-3.7171006978828465,915540104,info.africa@eoi.es,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,,EducationalInstitution
Colegio Mayor Nuestra Señora de Guadalupe,,Colegio-Mayor-Nuestra-Senora-de-Guadalupe,,,mixto,Metro: Moncloa (líneas 3 y 6).,,,,Metro: Moncloa (líneas 3 y 6),Moncloa,"3
6",,,,Accesible,SENECA,"SENECA, 4",calle SENECA Madrid,,4,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28040,Ciudad Universitaria,http://www.wikidata.org/entity/Q3319235,Moncloa-Aravaca,ResidenceHall,http://www.wikidata.org/entity/Q2017682,40.4365837060789,-3.7255298689626724,915435200,info.guadalupe@eoi.es,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,,EducationalInstitution
Colegio Mayor Pío XII,,Colegio-Mayor-Pio-XII,,,masculino,Metro: Vicente Aleixandre (línea 6).,,,,Metro: Vicente Aleixandre (línea 6),Vicente Aleixandre,6,,,,No accesible,JUAN XXIII,"JUAN XXIII, 3","Paseo de Juan XXIII, Madrid",http://www.wikidata.org/entity/Q28367318,3,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28040,Ciudad Universitaria,http://www.wikidata.org/entity/Q3319235,Moncloa-Aravaca,ResidenceHall,http://www.wikidata.org/entity/Q2017682,40.44491451422515,-3.7200680644720574,915141711,info@colegiomayorpioxii.es,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,,EducationalInstitution
Colegio Mayor Poveda,,Colegio-Mayor-Poveda,,,femenino,"Metro: Vicente Aleixandre (línea 6), Gúzman el Bueno (líneas 6 y 7).",,,,"Metro: Vicente Aleixandre (línea 6), Gúzman el Bueno (líneas 6 y 7)","Vicente Aleixandre , Gúzman el Bueno","6
7",,,,Accesible,ISAAC PERAL,"ISAAC PERAL, 60",calle de Isaac Peral,http://www.wikidata.org/entity/Q26791245,60,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28040,Vallehermoso,http://www.wikidata.org/entity/Q6122685,Chamberí,ResidenceHall,http://www.wikidata.org/entity/Q1763370,40.442963646266804,-3.7190211475612625,914562589,secretaria@cmppoveda.es,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,,EducationalInstitution
Colegio Mayor Santa María de Europa,,Colegio-Mayor-Santa-Maria-de-Europa,,,mixto,"Metro: Islas Filipinas (línea 7), Canal (líneas 2 y 7).",,,,"Metro: Islas Filipinas (línea 7), Canal (líneas 2 y 7)","Islas Filipinas , Canal","7
2",,,,No accesible,CEA BERMUDEZ,"CEA BERMUDEZ, 17",calle de Cea Bermúdez,http://www.wikidata.org/entity/Q26791743,17,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28003,Arapiles,http://www.wikidata.org/entity/Q10856744,Chamberí,ResidenceHall,http://www.wikidata.org/entity/Q1763370,40.438685506832634,-3.7091237782947606,913946646,ccmm@ucm.es,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,,EducationalInstitution
Colegio Mayor Santa María del Pino,,Colegio-Mayor-Santa-Maria-del-Pino,,,femenino,Metro: Islas Filipinas (línea 7),,,,Metro: Islas Filipinas (línea 7),Islas Filipinas,7,,,,Accesible,SAN FRANCISCO DE SALES,"SAN FRANCISCO DE SALES, 13","Paseo de San Francisco de Sales, Madrid",http://www.wikidata.org/entity/Q27267304,13,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28003,Vallehermoso,http://www.wikidata.org/entity/Q6122685,Chamberí,ResidenceHall,http://www.wikidata.org/entity/Q1763370,40.44040601048909,-3.7162462206445745,915432409,secretaria@colegiomayorpino.com,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,,EducationalInstitution
Colegio Mayor Santa Mónica,,Colegio-Mayor-Santa-Monica,,,femenino,"Metro: Vicente Aleixandre (línea 6), Guzmán el Bueno (líneas 6 y 7).",,,,"Metro: Vicente Aleixandre (línea 6), Guzmán el Bueno (líneas 6 y 7)","Vicente Aleixandre , Guzmán el Bueno","6
7",,,,No accesible,JUAN XXIII,"JUAN XXIII, 19","Paseo de Juan XXIII, Madrid",http://www.wikidata.org/entity/Q28367318,19,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28040,Ciudad Universitaria,http://www.wikidata.org/entity/Q3319235,Moncloa-Aravaca,ResidenceHall,http://www.wikidata.org/entity/Q2017682,40.45035239946326,-3.7146291167019014,915333001,secretaria@cmumonica.es,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,,EducationalInstitution
Colegio Mayor Santa Teresa de Jesús,,Colegio-Mayor-Santa-Teresa-de-Jesus,,,mixto,Consulta los siguientes enlaces:,,,,,,,,,,Accesible,SENECA,"SENECA, 12",calle SENECA Madrid,,12,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28040,Ciudad Universitaria,http://www.wikidata.org/entity/Q3319235,Moncloa-Aravaca,ResidenceHall,http://www.wikidata.org/entity/Q2017682,40.43522158947955,-3.730558119606541,913941008,,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,,EducationalInstitution
Colegio Mayor Somosierra,,Colegio-Mayor-Somosierra,,,femenino,"Metro: Concha Espina (línea 9), Colombia (líneas 8 y 9).",,,,"Metro: Concha Espina (línea 9), Colombia (líneas 8 y 9)","Concha Espina , Colombia","9
8",,,,Sin información sobre accesibilidad para personas con movilidad reducida,VICTOR DE LA SERNA,"VICTOR DE LA SERNA, 13",calle VICTOR DE LA SERNA Madrid,,13,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28016,Hispanoamérica,http://www.wikidata.org/entity/Q3814573,Chamartín,ResidenceHall,http://www.wikidata.org/entity/Q1766348,40.45338463229645,-3.672607650534373,618746081,cmsomosierra@cmsomosierra.com,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,,EducationalInstitution
Colegio Mayor Universitario Isabel de España,http://www.wikidata.org/entity/Q5776986,Colegio-Mayor-Universitario-Isabel-de-Espana,,,mixto,Metro: Vicente Aleixandre (línea 6).,,,,Metro: Vicente Aleixandre (línea 6),Vicente Aleixandre,6,,,,No accesible,DON RAMON MENENDEZ PIDAL,"DON RAMON MENENDEZ PIDAL, 5",calle DON RAMON MENENDEZ PIDAL Madrid,,5,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28040,Ciudad Universitaria,http://www.wikidata.org/entity/Q3319235,Moncloa-Aravaca,ResidenceHall,http://www.wikidata.org/entity/Q2017682,40.44841681111204,-3.7199730138128735,915336104,cmisabel@cmisabel.com,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,,EducationalInstitution
Colegio Mayor Universitario San Agustín,,Colegio-Mayor-Universitario-San-Agustin,,,mixto,Bus: U.,,,,,,,Bus: U,,,Accesible,ANTONIO NEBRIJA,"ANTONIO NEBRIJA, 4",calle de Antonio Nebrija,http://www.wikidata.org/entity/Q28483871,4,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28040,Ciudad Universitaria,http://www.wikidata.org/entity/Q3319235,Moncloa-Aravaca,ResidenceHall,http://www.wikidata.org/entity/Q2017682,40.43672037843154,-3.7276073977792428,915505000,colegio@cmusa.net,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,,EducationalInstitution
Colegio Mayor Universitario San Pablo,http://www.wikidata.org/entity/Q5776998,Colegio-Mayor-Universitario-San-Pablo,,,masculino,"Metro: Vicente Aleixandre (línea 6), Islas Filipinas (línea 7).",,,,"Metro: Vicente Aleixandre (línea 6), Islas Filipinas (línea 7)","Vicente Aleixandre , Islas Filipinas","6
7",,,,Accesible,ISAAC PERAL,"ISAAC PERAL, 58",calle de Isaac Peral,http://www.wikidata.org/entity/Q26791245,58,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28040,Vallehermoso,http://www.wikidata.org/entity/Q6122685,Chamberí,ResidenceHall,http://www.wikidata.org/entity/Q1763370,40.442163372591814,-3.7186016905372776,915989600,colegiomayor@cmusp.com,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,,EducationalInstitution
Colegio Mayor Universitario Santillana,,Colegio-Mayor-Universitario-Santillana,,,masculino,"Metro: Paco de lucía (línea 9)  Cercanías Renfe: Mirasierra-Paco de Lucia (líneas C3a, C7, C8 y Regional).","Renfe: MirasierraPaco de Lucia (líneas C3a, C7, C8 y Regional)","C-3
C-7
C-8",Mirasierra-Paco de Lucia,Metro: Paco de lucía (línea 9),Paco de lucía,9,,,,No accesible,MARBELLA,"MARBELLA, 60",calle MARBELLA Madrid,,60,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28034,Mirasierra,http://www.wikidata.org/entity/Q31134,Fuencarral-El Pardo,ResidenceHall,http://www.wikidata.org/entity/Q656196,40.49465964836949,-3.7062096187224456,917355031,cmsantillana@cmsantillana.org,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,,EducationalInstitution
Colegio Mayor Vedruna,,Colegio-Mayor-Vedruna,,,femenino,"Metro: Guzmán El Bueno (línea 6 y 7), Vicente Aleixandre (línea 6).",,,,"Metro: Guzmán El Bueno (línea 6 y 7), Vicente Aleixandre (línea 6)","Guzmán El Bueno , Vicente Aleixandre","6
7",,,,Accesible,PRESIDENTE GARCIA MORENO,"PRESIDENTE GARCIA MORENO, 2",calle PRESIDENTE GARCIA MORENO Madrid,,2,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28003,Vallehermoso,http://www.wikidata.org/entity/Q6122685,Chamberí,ResidenceHall,http://www.wikidata.org/entity/Q1763370,40.445605369642564,-3.714995329761434,"915342306
915342306",recepcion@cmvedruna.org,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,,EducationalInstitution
Colegio Mayor Ximénez de Cisneros,http://www.wikidata.org/entity/Q5777006,Colegio-Mayor-Ximenez-de-Cisneros,,,mixto,Consulta los siguientes enlaces:,,,,,,,,,,No accesible,SENECA,"SENECA, 8",calle SENECA Madrid,,8,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28040,Ciudad Universitaria,http://www.wikidata.org/entity/Q3319235,Moncloa-Aravaca,ResidenceHall,http://www.wikidata.org/entity/Q2017682,40.43571333918665,-3.7284677239467596,913941006,ccmm@ucm.es / subdir_cisneros@ucm.es,/contenido/entidadesYorganismos/Universidades/ColegiosMayores,,EducationalInstitution
CUNEF Universidad,http://www.wikidata.org/entity/Q25409994,Colegio-Universitario-de-Estudios-Financieros,,,,Metro: Francos Rodríguez (línea 7).,,,,Metro: Francos Rodríguez (línea 7),Francos Rodríguez,7,,,,Sin información sobre accesibilidad para personas con movilidad reducida,PIRINEOS,"PIRINEOS, 55",calle PIRINEOS Madrid,,55,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28040,Ciudad Universitaria,http://www.wikidata.org/entity/Q3319235,Moncloa-Aravaca,OtherCenters,http://www.wikidata.org/entity/Q2017682,40.45357920636982,-3.718717277671818,914445161,,/contenido/entidadesYorganismos/Universidades/OtrosCentrosUniversitarios,,EducationalInstitution
Escuela de Práctica Jurídica,,Escuela-de-Practica-Juridica,,,,"Metro: Noviciado (línea 2), Plaza de España (líneas 3 y 10).",,,,"Metro: Noviciado (línea 2), Plaza de España (líneas 3 y 10)","Noviciado , Plaza de España","2
3
10",,,,Sin información sobre accesibilidad para personas con movilidad reducida,AMANIEL,"AMANIEL, 2",calle de Amaniel,http://www.wikidata.org/entity/Q24694982,2,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28015,Universidad,http://www.wikidata.org/entity/Q10387767,Centro,OtherCenters,http://www.wikidata.org/entity/Q1763376,40.42503902541332,-3.7091208409661056,915327391,epj@epj.es,/contenido/entidadesYorganismos/Universidades/OtrosCentrosUniversitarios,,EducationalInstitution
polytechnic,http://www.wikidata.org/entity/Q845392,Escuela-Politecnica-de-Ensenanza-Superior-(EPES),,,,Metro: Vicente Aleixandre (línea 6),,,,Metro: Vicente Aleixandre (línea 6),Vicente Aleixandre,6,,,,Sin información sobre accesibilidad para personas con movilidad reducida,JUAN XXIII,"JUAN XXIII, 11","Paseo de Juan XXIII, Madrid",http://www.wikidata.org/entity/Q28367318,11,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28040,Ciudad Universitaria,http://www.wikidata.org/entity/Q3319235,Moncloa-Aravaca,UniversitySchool,http://www.wikidata.org/entity/Q2017682,40.44793793568313,-3.717285250885199,"910670679
910670676",secretaria.epes@upm.es,/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias,,EducationalInstitution
Escuela Superior de Diseño,,Escuela-Superior-de-Diseno,,,,Metro: Vinateros (línea 9).,,,,Metro: Vinateros (línea 9),Vinateros,9,,,,Sin información sobre accesibilidad para personas con movilidad reducida,CAMINO DE LOS VINATEROS,"CAMINO DE LOS VINATEROS, 106",Calle Camino de los Vinateros,http://www.wikidata.org/entity/Q28935892,106,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28030,Marroquina,http://www.wikidata.org/entity/Q11935636,Moratalaz,OtherCenters,http://www.wikidata.org/entity/Q2076109,40.409090881121266,-3.6488257296912585,914390000,esd.madrid@educa.madrid.org,/contenido/entidadesYorganismos/Universidades/OtrosCentrosUniversitarios,,EducationalInstitution
Escuela Técnica Superior de Arquitectura,http://www.wikidata.org/entity/Q5838923,Escuela-Tecnica-Superior-de-Arquitectura,,,,"Metro: Ciudad Universitaria (línea 6), Moncloa (líneas 3 y 6)",,,,"Metro: Ciudad Universitaria (línea 6), Moncloa (líneas 3 y 6)","Ciudad Universitaria , Moncloa","6
3",,,,Sin información sobre accesibilidad para personas con movilidad reducida,JUAN DE HERRERA,"JUAN DE HERRERA, 4","Calle de Juan de Herrera, Madrid",http://www.wikidata.org/entity/Q52153099,4,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28040,Ciudad Universitaria,http://www.wikidata.org/entity/Q3319235,Moncloa-Aravaca,UniversitySchool,http://www.wikidata.org/entity/Q2017682,40.43959650623064,-3.731162126785864,"913366501
913366507",,/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias,,EducationalInstitution
Escuela Técnica Superior de Edificación,,Escuela-Tecnica-Superior-de-Edificacion,,,,"Metro: Ciudad Universitaria (línea 6), Moncloa (línea 3)",,,,"Metro: Ciudad Universitaria (línea 6), Moncloa (línea 3)","Ciudad Universitaria , Moncloa","6
3",,,,Sin información sobre accesibilidad para personas con movilidad reducida,JUAN DE HERRERA,"JUAN DE HERRERA, 6","Calle de Juan de Herrera, Madrid",http://www.wikidata.org/entity/Q52153099,6,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28040,Ciudad Universitaria,http://www.wikidata.org/entity/Q3319235,Moncloa-Aravaca,UniversitySchool,http://www.wikidata.org/entity/Q2017682,40.439061141330214,-3.7317253526397614,910675234,comunicacion.edificacion@upm.es,/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias,,EducationalInstitution
Escuela Técnica Superior de Ingeniería Aeronáutica y del Espacio,,Escuela-Tecnica-Superior-de-Ingenieria-Aeronautica-y-del-Espacio,,,,"Metro: Ciudad Universitaria (línea 6), Moncloa (líneas 3 y 6)",,,,"Metro: Ciudad Universitaria (línea 6), Moncloa (líneas 3 y 6)","Ciudad Universitaria , Moncloa","6
3",,,,Sin información sobre accesibilidad para personas con movilidad reducida,CARDENAL CISNEROS,"CARDENAL CISNEROS, 3","Calle del Cardenal Cisneros, Madrid",http://www.wikidata.org/entity/Q28016841,3,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28040,Ciudad Universitaria,http://www.wikidata.org/entity/Q3319235,Moncloa-Aravaca,UniversitySchool,http://www.wikidata.org/entity/Q2017682,40.44098319331987,-3.7246487290907204,"910675534
910675572",,/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias,,EducationalInstitution
"Escuela Técnica Superior de Ingeniería Agronómica, Alimentaria y de Biosistemas",,"Escuela-Tecnica-Superior-de-Ingenieria-Agronomica,-Alimentaria-y-de-Biosistemas",,,,Metro: Ciudad Universitaria (línea 6).,,,,Metro: Ciudad Universitaria (línea 6),Ciudad Universitaria,6,,,,Sin información sobre accesibilidad para personas con movilidad reducida,PUERTA DE HIERRO,"PUERTA DE HIERRO, 2",calle PUERTA DE HIERRO Madrid,,2,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28040,Ciudad Universitaria,http://www.wikidata.org/entity/Q3319235,Moncloa-Aravaca,UniversitySchool,http://www.wikidata.org/entity/Q2017682,40.440899945359334,-3.728076234171524,"910670742
910670743",comunicacion.etsiaab@upm.es,/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias,,EducationalInstitution
"Escuela Técnica Superior de Ingeniería de Montes, Forestal y del Medio Natural",,"Escuela-Tecnica-Superior-de-Ingenieria-de-Montes,-Forestal-y-del-Medio-Natural",,,,Metro: Vicente Aleixandre o Ciudad Universitaria(línea 6).,,,,Metro: Vicente Aleixandre o Ciudad Universitaria(línea 6),Vicente Aleixandre o Ciudad Universitaria,6,,,,Sin información sobre accesibilidad para personas con movilidad reducida,JOSE ANTONIO NOVAIS,"JOSE ANTONIO NOVAIS, 10",calle JOSE ANTONIO NOVAIS Madrid,,10,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28040,Ciudad Universitaria,http://www.wikidata.org/entity/Q3319235,Moncloa-Aravaca,UniversitySchool,http://www.wikidata.org/entity/Q2017682,40.448485414321894,-3.724507841206364,"910671510
910671509",comunicacion.montes@upm.es,/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias,,EducationalInstitution
Escuela Técnica Superior de Ingeniería de Sistemas Informáticos,,Escuela-Tecnica-Superior-de-Ingenieria-de-Sistemas-Informaticos,,,,"Metro: Sierra de Guadalupe (línea 1).  Cercanías Renfe: Vallecas ( líneas C-7a, C-2 o C-1)",Vallecas C1 C2 C7,"C-1
C-2
C-7",Vallecas,Metro: Sierra de Guadalupe (línea 1),Sierra de Guadalupe,1,,,,Sin información sobre accesibilidad para personas con movilidad reducida,ALAN TURING,"ALAN TURING, 1",calle ALAN TURING Madrid,,1,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28030,Palomeras Sureste,http://www.wikidata.org/entity/Q10343901,Puente de Vallecas,UniversitySchool,http://www.wikidata.org/entity/Q2003054,40.39037030758324,-3.626968215943057,"910673534
910673524",negociado.alumnos.etsisi@upm.es,/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias,,EducationalInstitution
Escuela Técnica Superior de Ingeniería y Diseño Industrial,,Escuela-Tecnica-Superior-de-Ingenieria-y-Diseno-Industrial,,,,"Metro: Embajadores (líneas 3 y 5), Atocha (línea 1)  Cercanías Renfe: Embajadores  (línea C5), Atocha (líneas C1,C2,C3,C4,C5,C6,C7,C8 y C10)","Renfe: Embajadores  (línea C5), Atocha (líneas C1,C2,C3,C4,C5,C6,C7,C8 y C10)","C-5
C-1
C-2
C-3
C-4
C-6
C-7
C-8
C-10","Embajadores, Atocha","Metro: Embajadores (líneas 3 y 5), Atocha (línea 1)","Embajadores , Atocha","3
5
1",,,,Sin información sobre accesibilidad para personas con movilidad reducida,VALENCIA,"VALENCIA, 3",calle de Valencia,http://www.wikidata.org/entity/Q26810468,3,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28012,Palos de la Frontera,http://www.wikidata.org/entity/Q521009,Arganzuela,UniversitySchool,http://www.wikidata.org/entity/Q2000929,40.405420030666505,-3.7005940001153337,910677400,secretaria.etsidi@upm.es,/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias,,EducationalInstitution
Escuela Técnica Superior de Ingeniería y Sistemas de Telecomunicación,,Escuela-Tecnica-Superior-de-Ingenieria-y-Sistemas-de-Telecomunicacion,,,,Metro: Sierra de Guadalupe (línea 1)  Cercanías Renfe: Atocha-Alcalá de Henares (líneas C2 y C7),"Renfe: AtochaAlcalá de Henares (líneas C2 y C7) C1,C2,C3,C4,C5,C6,C7,C8 y C10","C-2
C-7
C-1
C-3
C-4
C-5
C-6
C-8
C-10",Atocha-Alcalá de Henares,Metro: Sierra de Guadalupe (línea 1),Sierra de Guadalupe,1,,,,Sin información sobre accesibilidad para personas con movilidad reducida,NIKOLA TESLA,NIKOLA TESLA,calle NIKOLA TESLA Madrid,,,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,,,,DISTRITO,UniversitySchool,,40.38879475945981,-3.629147669595368,910673200,info@etsist.upm.es,/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias,,EducationalInstitution
"Escuela Técnica Superior de Ingenieros de Caminos, Canales y Puertos. Edificio Retiro",,"Escuela-Tecnica-Superior-de-Ingenieros-de-Caminos,-Canales-y-Puertos.-Edificio-Retiro",,,,Metro:  Atocha Renfe (línea 1)  Cercanías Renfe: Estación Atocha,"Renfe: Estación Atocha líneas C1,C2,C3,C4,C5,C6,C7,C8 y C10","C-1
C-2
C-3
C-4
C-5
C-6
C-7
C-8
C-10",Estación Atocha,Metro:  Atocha,Atocha,,,,,Sin información sobre accesibilidad para personas con movilidad reducida,ALFONSO XII,"ALFONSO XII, 3",Calle de Alfonso XII,http://www.wikidata.org/entity/Q5659170,3,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28014,Jerónimos,http://www.wikidata.org/entity/Q10306766,Retiro,UniversitySchool,http://www.wikidata.org/entity/Q2002296,40.4094661942901,-3.688412783499902,910674534,alumnos.caminos@upm.es,/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias,,EducationalInstitution
Escuela Técnica Superior de Ingenieros de Minas y Energía.,,Escuela-Tecnica-Superior-de-Ingenieros-de-Minas-y-Energia.,,,,Metro: Ríos Rosas (línea 1),,,,Metro: Ríos Rosas (línea 1),Ríos Rosas,1,,,,Sin información sobre accesibilidad para personas con movilidad reducida,RIOS ROSAS,"RIOS ROSAS, 21",Calle de Ríos Rosas,http://www.wikidata.org/entity/Q27267331,21,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28003,Ríos Rosas,http://www.wikidata.org/entity/Q10366270,Chamberí,UniversitySchool,http://www.wikidata.org/entity/Q1763370,40.44209227424258,-3.7003734646151534,"910676602
910676301",gabinete.comunicacion.minasyenergia@upm.es,/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias,,EducationalInstitution
Escuela Técnica Superior de Ingenieros de Telecomunicación,,Escuela-Tecnica-Superior-de-Ingenieros-de-Telecomunicacion,,,,Metro: Ciudad Universitaria (línea 6),,,,Metro: Ciudad Universitaria (línea 6),Ciudad Universitaria,6,,,,Sin información sobre accesibilidad para personas con movilidad reducida,COMPLUTENSE,"COMPLUTENSE, 30","Avenida Complutense, Madrid",http://www.wikidata.org/entity/Q63954356,30,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28040,Ciudad Universitaria,http://www.wikidata.org/entity/Q3319235,Moncloa-Aravaca,UniversitySchool,http://www.wikidata.org/entity/Q2017682,40.453018384890925,-3.726745005476224,910671900,,/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias,,EducationalInstitution
"Escuela Técnica Superior de Ingenieros en Topografía, Geodesia y Cartografía",,"Escuela-Tecnica-Superior-de-Ingenieros-en-Topografia,-Geodesia-y-Cartografia",,,,"Metro: Sierra de Guadalupe (línea 1).  Cercanías Renfe: Vallecas (líneas C1, C2, C7a).",Vallecas C1 C2 C7,"C-1
C-2
C-7",Vallecas,Metro: Sierra de Guadalupe (línea 1),Sierra de Guadalupe,1,,,,Sin información sobre accesibilidad para personas con movilidad reducida,ARBOLEDA,"ARBOLEDA, 1",calle ARBOLEDA Madrid,,1,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28031,Palomeras Sureste,http://www.wikidata.org/entity/Q10343901,Puente de Vallecas,UniversitySchool,http://www.wikidata.org/entity/Q2003054,40.3850312955634,-3.6262428071808612,913367916,,/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias,,EducationalInstitution
Escuela Técnica Superior de Ingenieros Industriales,,Escuela-Tecnica-Superior-de-Ingenieros-Industriales,,,,"Metro: Gregorio Marañón (líneas 7, 10).  Cercanías Renfe: Nuevos Ministerios (líneas C-1, C-3, C-4, C-7, C-8, C-10)","Renfe: Nuevos Ministerios (líneas C1, C3, C4, C7, C8, C10)","C-1
C-3
C-4
C-7
C-8
C-10",Nuevos Ministerios,"Metro: Gregorio Marañón (líneas 7, 10)",Gregorio Marañón,"7
10",,,,Sin información sobre accesibilidad para personas con movilidad reducida,JOSE GUTIERREZ ABASCAL,"JOSE GUTIERREZ ABASCAL, 2",calle JOSE GUTIERREZ ABASCAL Madrid,,2,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28006,El Viso,http://www.wikidata.org/entity/Q4778,Chamartín,UniversitySchool,http://www.wikidata.org/entity/Q1766348,40.44042600324054,-3.690212174964136,910676700,,/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias,,EducationalInstitution
Escuela Técnica Superior de Ingenieros Navales,,Escuela-Tecnica-Superior-de-Ingenieros-Navales,,,,"Metro: Moncloa (línea 3), Ciudad Universitaria (línea 6).",,,,"Metro: Moncloa (línea 3), Ciudad Universitaria (línea 6)","Moncloa , Ciudad Universitaria","3
6",,,,Sin información sobre accesibilidad para personas con movilidad reducida,Arco de la Victoria,"Arco de la Victoria, 4",Avenida de la Memoria,http://www.wikidata.org/entity/Q29794262,4,Madrid,https://www.wikidata.org/wiki/Q2807,MADRID,28040,Ciudad Universitaria,http://www.wikidata.org/entity/Q3319235,Moncloa-Aravaca,UniversitySchool,http://www.wikidata.org/entity/Q2017682,40.4388050819418,-3.724433976834532,913367140,informacionyservicios.navales@upm.es,/contenido/entidadesYorganismos/Universidades/EscuelasUniversitarias,,EducationalInstitution
