NOMBRE,NOMBRE-WIKI,IDNOMBRE,tieneInstalacionesDeportivas,tieneWifi,generoAlumnos,TRANSPORTE,Cercanias,Cercanias Lines,Cercanias Station,Metro,Metro_Station,metro_line,Bus,bus_line,Superfice m²,ACCESIBILIDAD,NOMBRE-VIA,calle madrid,NOMBRE-VIA-WIKI,NUM,LOCALIDAD,LOCALIDAD-WIKI,PROVINCIA,CODIGO-POSTAL,BARRIO,BARRIO-WIKI,DISTRITO,DISTRITO-WIKI,LATITUD,LONGITUD,TELEFONO,EMAIL,TIPO,TipoInstalacion
Parque Valle de Enmedio,,Parque-Valle-de-Enmedio,sí,,,"Bus: 64 Metro: Lacoma (línea 7)  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Lacoma (línea 7),Lacoma,7,Bus: 64,64,61722,Instalación parcialmente accesible para personas con movilidad reducida,MIRADOR DE LA REINA,calle MIRADOR DE LA REINA Madrid,,22,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28035,Mirasierra,http://www.wikidata.org/entity/Q31134,Fuencarral-El Pardo,http://www.wikidata.org/entity/Q656196,40.48922371593969,-3.7237594350747143,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Vallecas Villa,,Parque-Vallecas-Villa,sí,,,"Bus: 54, 103, 142 y N9 Metro: Congosto (línea 1)  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Congosto (línea 1),Congosto,1,"Bus: 54, 103, 142 y N9","54
103
142
9",31987,Instalación parcialmente accesible para personas con movilidad reducida,BABILAFUENTE,calle BABILAFUENTE Madrid,,2,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28031,Casco Histórico de Vallecas,http://www.wikidata.org/entity/Q16544370,Villa de Vallecas,http://www.wikidata.org/entity/Q1947988,40.37217516332789,-3.6238430832643598,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Vandel,,Parque-Vandel,no,,,"Bus: 32  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,Bus: 32,32,58930,Instalación parcialmente accesible para personas con movilidad reducida,MOLINA DE SEGURA,calle MOLINA DE SEGURA Madrid,,10,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28030,Marroquina,http://www.wikidata.org/entity/Q11935636,Moratalaz,http://www.wikidata.org/entity/Q2076109,40.4049148503112,-3.636955454805149,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque Virgen de la Esperanza,,Parque-Virgen-de-la-Esperanza,sí,,,"Bus: 22 , 76 , 79  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 22 , 76 , 79","22
76
79",33300,Instalación parcialmente accesible para personas con movilidad reducida,ANOETA,calle ANOETA Madrid,,45,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28041,Los Ángeles,http://www.wikidata.org/entity/Q390462,Villaverde,http://www.wikidata.org/entity/Q919536,40.351030215596516,-3.7010015933831006,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque de Ana Tutor,,Parque-de-Ana-Tutor,sí,,,"Bus: 49, 64  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 49, 64","49
64",36913,Instalación parcialmente accesible para personas con movilidad reducida,VALLE DE PINARES LLANOS,calle VALLE DE PINARES LLANOS Madrid,,1,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28035,Peñagrande,http://www.wikidata.org/entity/Q3319582,Fuencarral-El Pardo,http://www.wikidata.org/entity/Q656196,40.48559668319756,-3.7174080145343464,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque de Breogán,,Parque-de-Breogan,sí,,,"Metro: Parque Avenidas (línea 7) Bus: 21, 43, 48 , 53 y 74  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Parque Avenidas (línea 7),Parque Avenidas,7,"Bus: 21, 43, 48 , 53 y 74","21
43
48
53
74",22300,Instalación parcialmente accesible para personas con movilidad reducida,BRASILIA,calle BRASILIA Madrid,,2,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28028,La Guindalera,http://www.wikidata.org/entity/Q3814559,Salamanca,http://www.wikidata.org/entity/Q1773521,40.437140971249754,-3.6608995093418306,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque de Canillejas,,Parque-de-Canillejas,sí,,,"Bus: 28, 48   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 28, 48","28
48",11237,Instalación parcialmente accesible para personas con movilidad reducida,CIRCE,calle CIRCE Madrid,,57,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28022,Canillejas,http://www.wikidata.org/entity/Q663013,San Blas-Canillejas,http://www.wikidata.org/entity/Q2001937,40.44191186628217,-3.610832880429799,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque de Enrique Herreros,,Parque-de-Enrique-Herreros,sí,,,"Metro: Canal (líneas 2, 7) Bus: 3 , 12 , 37 , 149  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,"Metro: Canal (líneas 2, 7)",Canal,"2
7","Bus: 3 , 12 , 37 , 149","3
12
37
149",6667,Instalación parcialmente accesible para personas con movilidad reducida,BRAVO MURILLO,calle de Bravo Murillo,http://www.wikidata.org/entity/Q5740815,49,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28003,Vallehermoso,http://www.wikidata.org/entity/Q6122685,Chamberí,http://www.wikidata.org/entity/Q1763370,40.43934359051524,-3.7043941647283263,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque de Fuentechica,,Parque-de-Fuentechica,no especifica,,,"Bus: 66, 137   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 66, 137","66
137",20350,Instalación parcialmente accesible para personas con movilidad reducida,ANASTASIA LOPEZ,calle ANASTASIA LOPEZ Madrid,,21,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28034,Valverde,http://www.wikidata.org/entity/Q31132,Fuencarral-El Pardo,http://www.wikidata.org/entity/Q656196,40.49571829898632,-3.6915305267345935,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque de Fuentelarreina,,Parque-de-Fuentelarreina,no,,,"Bus: 67, 82  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 67, 82","67
82",43963,Instalación parcialmente accesible para personas con movilidad reducida,ROSALIA DE CASTRO,calle ROSALIA DE CASTRO Madrid,,80,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28035,Peñagrande,http://www.wikidata.org/entity/Q3319582,Fuencarral-El Pardo,http://www.wikidata.org/entity/Q656196,40.48346692636297,-3.7337736098964642,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque de Gabriela Mistral,,Parque-de-Gabriela-Mistral,sí,,,"Bus: 67  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,Bus: 67,67,125503,Instalación parcialmente accesible para personas con movilidad reducida,ROSALIA DE CASTRO,calle ROSALIA DE CASTRO Madrid,,69,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28035,Peñagrande,http://www.wikidata.org/entity/Q3319582,Fuencarral-El Pardo,http://www.wikidata.org/entity/Q656196,40.484467522541834,-3.7336783173806616,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque de Isabel Clara Eugenia,,Parque-de-Isabel-Clara-Eugenia,no especifica,,,"Bus: 9, 72, 125, 229",,,,,,,"Bus: 9, 72, 125, 229","9
72
125
229",23301,Instalación parcialmente accesible para personas con movilidad reducida,MAR CASPIO,calle MAR CASPIO Madrid,,4,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28033,Pinar del Rey,http://www.wikidata.org/entity/Q10349788,Hortaleza,http://www.wikidata.org/entity/Q1928529,40.473611797871555,-3.646133317289789,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque de Juan XXIII,,Parque-de-Juan-XXIII,no,,,"Metro: Guzmán el Bueno (línea 6 y 7)  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Guzmán el Bueno (línea 6 y 7),Guzmán el Bueno,"6
7",,,14381,Instalación parcialmente accesible para personas con movilidad reducida,JUAN XXIII,"Paseo de Juan XXIII, Madrid",http://www.wikidata.org/entity/Q28367318,21,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28040,Ciudad Universitaria,http://www.wikidata.org/entity/Q3319235,Moncloa-Aravaca,http://www.wikidata.org/entity/Q2017682,40.450619984285915,-3.7136749543495617,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque de La Rinconada,,Parque-de-La-Rinconada,no,,,"Bus: 160  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,Bus: 160,160,42739,Instalación parcialmente accesible para personas con movilidad reducida,HIENDELAENCINA,calle HIENDELAENCINA Madrid,,9,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28023,Aravaca,http://www.wikidata.org/entity/Q3314682,Moncloa-Aravaca,http://www.wikidata.org/entity/Q2017682,40.45750725687833,-3.7664554910416252,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Kungsparken,http://www.wikidata.org/entity/Q59032,Parque-de-Malmoe,no,,,"Bus: 106  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,Bus: 106,106,42654,Instalación parcialmente accesible para personas con movilidad reducida,MALMOE,calle MALMOE Madrid,,2,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28032,Pueblo Nuevo,http://www.wikidata.org/entity/Q71753,Ciudad Lineal,http://www.wikidata.org/entity/Q1763694,40.41540866888321,-3.625727333816089,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque de Manoteras,,Parque-de-Manoteras,no especifica,,,"Metro: Manoteras (línea 4) Bus: 7, 29  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Manoteras (línea 4),Manoteras,4,"Bus: 7, 29","7
29",18484,Instalación parcialmente accesible para personas con movilidad reducida,BACARES,calle BACARES Madrid,,22,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28033,Apóstol Santiago,http://www.wikidata.org/entity/Q11906303,Hortaleza,http://www.wikidata.org/entity/Q1928529,40.476654320025524,-3.662490150184719,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque de Pan Bendito,,Parque-de-Pan-Bendito,no,,,"Bus: 47 , 108 , 118 , 121 , 131 Metro: Pan Bendito (línea 11)  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Pan Bendito (línea 11),Pan Bendito,11,"Bus: 47 , 108 , 118 , 121 , 131","47
108
118
121
131",15711,Instalación parcialmente accesible para personas con movilidad reducida,POBLADOS,avenida de los Poblados,http://www.wikidata.org/entity/Q26795575,35,Madrid,http://www.wikidata.org/entity/Q1753102,MADRID,28044,Las Águilas,http://www.wikidata.org/entity/Q5971372,Carabanchel,http://www.wikidata.org/entity/Q1001991,40.38951896001857,-3.76740436374511,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
